A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,S_INTLANGUAGE: Language in which interview was conducted,Q260: Sex,Q262: Age,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q279: Employment status,Q287: Social class (subjective),Q289: Religious denominations - major groups,Counts
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,37,35-44,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,38,35-44,Hindi,Living together as married,Lower,Unemployed,Working class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,38,35-44,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,38,35-44,Hindi,Married,Lower,Part time (less than 30 hours a week),Working class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,38,35-44,Hindi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Living together as married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Married,Lower,Full time (30 hours a week or more),Don't know,Buddhist,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Married,Lower,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,40,35-44,Hindi,Married,Middle,Self employed,Upper middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,41,35-44,Hindi,Married,Lower,Full time (30 hours a week or more),Don't know,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,41,35-44,Hindi,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,42,35-44,Hindi,Married,Middle,Don't know,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,42,35-44,Hindi,Married,Middle,Full time (30 hours a week or more),Don't know,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,42,35-44,Hindi,Married,Middle,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,43,35-44,Hindi,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,44,35-44,Hindi,Married,Higher,Part time (less than 30 hours a week),Don't know,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,44,35-44,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,44,35-44,Hindi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,45,45-54,Hindi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,45,45-54,Hindi,Married,Middle,Other,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,45,45-54,Hindi,Married,Middle,Self employed,Upper middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,45,45-54,Hindi,Married,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,46,45-54,Hindi,Married,Lower,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,46,45-54,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,47,45-54,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,48,45-54,Hindi,Married,Lower,Self employed,Lower middle class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,48,45-54,Hindi,Married,Middle,Other,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,48,45-54,Hindi,Married,Middle,Self employed,Upper middle class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,49,45-54,Hindi,Living together as married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,50,45-54,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,50,45-54,Hindi,Married,Middle,Self employed,Working class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,50,45-54,Hindi,Married,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,51,45-54,Hindi,Living together as married,Higher,Unemployed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,51,45-54,Hindi,Married,Lower,Part time (less than 30 hours a week),Upper class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,51,45-54,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,52,45-54,Hindi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,53,45-54,Hindi,Married,Lower,Self employed,Upper middle class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,53,45-54,Hindi,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,54,45-54,Hindi,Married,Lower,Full time (30 hours a week or more),Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,54,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,54,45-54,Hindi,Married,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,56,55-64,Hindi,Married,Middle,Homemaker not otherwise employed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,57,55-64,Hindi,Married,Lower,Don't know,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,57,55-64,Hindi,Widowed,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,58,55-64,Hindi,Married,Middle,Part time (less than 30 hours a week),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,58,55-64,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,59,55-64,Hindi,Married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,59,55-64,Hindi,Widowed,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,60,55-64,Hindi,Living together as married,Lower,Retired/pensioned,Lower class,Buddhist,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,60,55-64,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,60,55-64,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,62,55-64,Hindi,Living together as married,Middle,Other,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,62,55-64,Hindi,Married,Lower,Retired/pensioned,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,62,55-64,Hindi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,62,55-64,Hindi,Married,Lower,Unemployed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,63,55-64,Hindi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,63,55-64,Hindi,Married,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,64,55-64,Hindi,Widowed,Middle,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,65,65 and more years,Hindi,Married,Lower,Other,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,66,65 and more years,Hindi,Widowed,Lower,Homemaker not otherwise employed,Working class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,70,65 and more years,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Rural,Hindi,Male,71,65 and more years,Hindi,Married,Lower,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,16,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,17,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,17,16-24,Hindi,Single,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,17,16-24,Hindi,Single,Middle,Student,Don't know,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,17,16-24,Hindi,Single,Middle,Student,Lower middle class,Muslim,2
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,18,16-24,Hindi,Married,Lower,Homemaker not otherwise employed,Lower class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,20,16-24,Hindi,Single,Middle,Student,Don't know,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,20,16-24,Hindi,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,20,16-24,Hindi,Single,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,21,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,21,16-24,Hindi,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,23,16-24,Hindi,Living together as married,Middle,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,23,16-24,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,23,16-24,Hindi,Single,Higher,Other,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,24,16-24,Hindi,Married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,24,16-24,Hindi,Married,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,24,16-24,Hindi,Single,Higher,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,27,25-34,Hindi,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,27,25-34,Hindi,Single,Higher,Homemaker not otherwise employed,Don't know,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,28,25-34,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,30,25-34,Hindi,Married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,31,25-34,Hindi,Living together as married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,31,25-34,Hindi,Married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,33,25-34,Hindi,Married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,34,25-34,Hindi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,35,35-44,Hindi,Married,Middle,Other,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,36,35-44,Hindi,Married,Lower,Part time (less than 30 hours a week),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,37,35-44,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,38,35-44,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,42,35-44,Hindi,Married,Higher,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,42,35-44,Hindi,Married,Higher,Unemployed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,45,45-54,Hindi,Married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,45,45-54,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,47,45-54,Hindi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,50,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,50,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,52,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,52,45-54,Hindi,Married,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,54,45-54,Hindi,Widowed,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,57,55-64,Hindi,Married,Middle,Full time (30 hours a week or more),Upper middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,58,55-64,Hindi,Married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,60,55-64,Hindi,Married,Lower,Homemaker not otherwise employed,Don't know,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,61,55-64,Hindi,Married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Female,69,65 and more years,Hindi,Widowed,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Lower,Student,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Lower,Student,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Don't know,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Lower class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Lower class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,16,16-24,Hindi,Single,Middle,Student,Working class,Hindu,4
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Other,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,17,16-24,Hindi,Single,Middle,Student,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,18,16-24,Hindi,Single,Lower,Part time (less than 30 hours a week),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,18,16-24,Hindi,Single,Middle,Part time (less than 30 hours a week),Lower middle class,Buddhist,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,18,16-24,Hindi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,20,16-24,Hindi,Married,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,20,16-24,Hindi,Single,Higher,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,20,16-24,Hindi,Single,Middle,Student,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,21,16-24,Hindi,Single,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,21,16-24,Hindi,Single,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,22,16-24,Hindi,Single,Higher,Other,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,22,16-24,Hindi,Single,Higher,Student,Don't know,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,22,16-24,Hindi,Single,Higher,Student,Working class,Buddhist,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,22,16-24,Hindi,Single,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,23,16-24,Hindi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,23,16-24,Hindi,Married,Middle,Other,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,23,16-24,Hindi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,24,16-24,Hindi,Married,Higher,Other,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,24,16-24,Hindi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,24,16-24,Hindi,Single,Higher,Full time (30 hours a week or more),Lower middle class,Buddhist,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,24,16-24,Hindi,Single,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,24,16-24,Hindi,Single,Higher,Student,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,25,25-34,Hindi,Living together as married,Higher,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,25,25-34,Hindi,Married,Middle,Part time (less than 30 hours a week),Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,26,25-34,Hindi,Single,Higher,Student,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,27,25-34,Hindi,Married,Middle,Self employed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,28,25-34,Hindi,Married,Middle,Retired/pensioned,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,28,25-34,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,30,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,30,25-34,Hindi,Married,Middle,Don't know,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,30,25-34,Hindi,Married,Middle,Unemployed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,30,25-34,Hindi,Single,Middle,Self employed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,31,25-34,Hindi,Married,Higher,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,32,25-34,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,33,25-34,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,33,25-34,Hindi,Single,Middle,Unemployed,Lower class,Buddhist,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,35,35-44,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,35,35-44,Hindi,Married,Lower,Self employed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,35,35-44,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,35,35-44,Hindi,Married,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,36,35-44,Hindi,Living together as married,Middle,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,36,35-44,Hindi,Married,Middle,Part time (less than 30 hours a week),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,36,35-44,Hindi,Married,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,37,35-44,Hindi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,37,35-44,Hindi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,38,35-44,Hindi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,38,35-44,Hindi,Married,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,38,35-44,Hindi,Widowed,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,39,35-44,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,40,35-44,Hindi,Married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,2
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,41,35-44,Hindi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,42,35-44,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,43,35-44,Hindi,Married,Higher,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,47,45-54,Hindi,Living together as married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,47,45-54,Hindi,Married,Lower,Self employed,Don't know,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,47,45-54,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,48,45-54,Hindi,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,48,45-54,Hindi,Married,Lower,Self employed,Working class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,48,45-54,Hindi,Married,Middle,Other,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,48,45-54,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,49,45-54,Hindi,Married,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,50,45-54,Hindi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,50,45-54,Hindi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,51,45-54,Hindi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,52,45-54,Hindi,Married,Lower,Other,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,53,45-54,Hindi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,55,55-64,Hindi,Married,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,58,55-64,Hindi,Married,Lower,Self employed,Upper middle class,Muslim,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,58,55-64,Hindi,Married,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,64,55-64,Hindi,Married,Higher,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-UP Uttar Pradesh,Urban,Hindi,Male,68,65 and more years,Hindi,Married,Middle,Self employed,Lower middle class,Muslim,1
